nlm_id,title_abbreviation,title_full,authors,publication_start_year,publication_end_year,frequency,country,publisher,language,issn_electronic,issn_print,issn_linking,lccn,electronic_links,indexing_status,current_subset,mesh_terms,publication_types,notes,broad_subject_terms,subject_term_count
204061.0,Rev Dent Liban,Revue dentaire libanaise. Lebanese dental magazine.,Niqābat Aṭibbāʼ al-Asnān fī Lubnān.,1950,2000,Quarterly,Lebanon,[Beyrouth],"French, English, Arabic",,0035-1873,0035-1873,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Arabic section has special title page. English title varies slightly. Publication,Dentistry,1
9875630.0,Rev Esc Odontol Tucuman,"Revista De La Escuela De Odontologia, Universidad Nacional De Tucuman, Facultad",,1968,1973,,Argentina,San Miguel De Tucuman Universidad Nacional De Tucuman. Facultad De Medicina,Spanish,,,,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
404301.0,Rev Esp Estomatol,Revista española de estomatología.,,1953,1988,Bimonthly,Spain,Barcelona [1952?]-,Spanish,,0484-7563,0484-7563,,,Not currently indexed for MEDLINE.,,Mouth Diseases*,Periodical,,Dentistry,1
9875631.0,Rev Esp Parad,Revista Espanola De Paradoncia.,,1963,19uu,Bimonthly,Spain,Valencia,Spanish,,0484-7598,0484-7598,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
8909773.0,Rev Eur Odontoestomatol,Revista europea de odonto-estomatología.,,1989,,Six no. a year,Spain,"[Barcelona : G. Fomento, S.A., 1989-",Spanish,,0214-8668,0214-8668,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Title from cover.,Dentistry,1
353332.0,Rev FOA,Revista F O A.,Faculdade de Farmácia e Odontologia de Araçatuba.,1965,1966,,Brazil,"Araçatuba, Faculdade de Farmácia e Odontologia de Araçatuba.",Portuguese,,0300-2837,0300-2837,,,Not currently indexed for MEDLINE.,,Dentistry*; Pharmacy*,Periodical,Superseded in 1972 by Revista da Faculdade de Odontologie de Araçatuba. Called,Dentistry; Pharmacy,2
1260135.0,Rev Fac Odontol P Alegre,"Revista da Faculdade de Odontologia, Pôrto Alegre.",Faculdade de Odontologia de Pôrto Alegre.,1960,,Annual,Brazil,Pôrto Alegre.,Portuguese,2177-0018,0566-1854,0566-1854,,http://seer.ufrgs.br/RevistadaFaculdadeOdontologia,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Title varies slightly. Print issues ceased with v. 48 (2007)? Also issued online.,Dentistry,1
7507451.0,Rev Fac Odontol Sao Paulo,Revista da Faculdade de Odontologia da Universidade de São Paulo.,Universidade de São Paulo. Faculdade de Odontologia.,19uu,1986,Semiannual,Brazil,"[São Paulo, Brazil] : Da Faculdade,","Portuguese, English",,0581-6866,0581-6866,sn 82002998,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Description based on surrogate of: V. 15, n. 1 (Jan./Jun. 1977) Table of contents",Dentistry,1
9884874.0,Rev Fac Odontol Univ Antioq,Revista de la Facultad de Odontología Universidad de Antioquia.,,1989,,Semiannual,Colombia,Medellin Facultad De Odontología Y Su Asociacion De La Universidad De Antioquia,Spanish,,,,,Access not provided by NLM,Not currently indexed for MEDLINE.,,,,Issues for 2000- have title: Revista Facultad de Odontología Universidad de,Dentistry,1
9302483.0,Rev Fac Odontol Univ Chile,Revista de la Facultad de Odontología/ Universidad de Chile.,Universidad de Chile. Facultad de Odontología.,1983,,Two no. a year,Chile,"Santiago, Chile : La Universidad,","Spanish, English",,0716-8500,0716-8500,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Description based on: Vol. 9, no. 1 (enero-jun. 1991). Articles in Spanish;",Dentistry,1
7806948.0,Rev Fac Odontol Univ Nac (Cordoba),Revista de la Facultad de Odontología.,Universidad Nacional de Córdoba. Facultad de Odontología.,1974,1998,Two no. a year,Argentina,"Córdoba, Argentina, Dirección General de Publicaciones [1974?]-","Spanish, English, Spanish",,0325-1071,0325-1071,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Articles in Spanish; summaries in English and Spanish. Official organ of the,Dentistry,1
7505968.0,Rev Fac Odontol Univ Nac Colomb,Revista de la Facultad de Odontología de la Universidad Nacional de Colombia.,Universidad Nacional de Colombia. Facultad de Odontología.,1963,1973,,Colombia,Bogotá.,Spanish,,0029-8409,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
9010532.0,Rev Faculdade Odontol FZL,Revista da Faculdade de Odontologia da FZL.,Faculdade de Odontologia da FZL.; Associação de Ensino Superior Paulistana.,1989,1992,Semiannual,Brazil,"[São Paulo] : Associação de Ensino Superior Paulistana, [1989-1992]","Portuguese, English",,0103-4391,0103-4391,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Title from cover. Articles in Portuguese; table of contents and summaries in,Dentistry,1
,Rev Farm Odontol,Revista de farmacia e odontologia.,Sindicato dos Odontologistas de Niterói.; Associação de Farmacêuticos do,1930,1979,Monthly,Brazil,"Niterói, Brasil, 193","Portuguese, English",,0034-8201,0034-8201,,,Not currently indexed for MEDLINE.,,Dentistry*; Pharmacy*,Periodical,Organ of the Sindicato dos Odontologistas de Niterói and of the Associação de,Dentistry; Pharmacy,2
9425071.0,Rev Fed Odontol Ecuat,Revista de la Federación Odontológica Ecuatoriana.,Federación Odontológica Ecuatoriana.,1968,1971,Four no. a year,Ecuador,"[Quito, Ecuador] : La Federación,","Spanish, English",,,,,,Not currently indexed for MEDLINE.,,"Dentistry*; Dentistry, Operative*; Surgery, Oral*",Periodical,"Description based on: Vol. 1, no. 4 (enero-dic. 1971); title from cover. Articles",Dentistry,1
8709006.0,Rev Fr Endod,Revue française d'endodontie : publication officielle de la Société française,Société française d'endodontie.,1982,1992,Quarterly,France,"Paris : La Société, -[1992]",French,,0294-1813,0294-1813,,,Not currently indexed for MEDLINE.,,Endodontics*,Periodical,"Description based on: Vol. 2, no 1 (mars 1983).",Dentistry,1
327015.0,Rev Fr Odontostomatol,Revue française d'odonto-stomatologie.,Fédération dentaire française.; Fédération dentaire nationale.; Société,1954,1971,Ten no. a year,France,"Paris, Maloine.",French,,0035-3043,0035-3043,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,Sponsored 1954-Jan. 1968 by Fédération dentaire nationale; Feb. 1968-Dec. 1970,Dentistry,1
24731.0,Rev Fr Prothese Dent,La Revue française de la prothèse dentaire.,Union nationale patronale des prothésistes dentaires (France),1964,1979,Monthly,France,"Paris, Union nationale patronale des prothésistes dentaires.",French,,0048-8089,0048-8089,,,Not currently indexed for MEDLINE.,,Prosthodontics*,Periodical,Official journal of the Union nationale patronale des prothésistes dentaires.,Dentistry,1
404306.0,Rev Gaucha Odontol,Revista gaúcha de odontologia.,,1953,1976,Irregular,Brazil,"Pôrto Alegre, Brasil.",Portuguese,,0034-9542,0034-9542,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
321210.0,Rev Guatem Estomatol,Revista guatemalteca de estomatología.,Colegio Estomatológico de Guatemala.; Sociedad Dental de Guatemala.;,1971,1983,Three no. a year,Guatemala,Guatemala.,Spanish,,1017-8554,1017-8554,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,"Official organ of the Facultad de Odontología of the Universidade de San Carlos,",Dentistry,1
43441.0,Rev Hist Art Dent,Revue d'histoire de l'art dentaire.,International Dental Federation.; Société d'histoire de l'art dentaire.,1962,1978,,France,"Paris [s.n., 1962-1978?]",English,,,,,,Not currently indexed for MEDLINE.,,History of Dentistry*,Periodical,Text in English or French. Official organ of the Société d'histoire de l'art,Dentistry,1
,Rev Odontoestomatol,Revista odonto-estomatológica.,,1960,1971,Four no. a year,Brazil,"Recife, Brasil.","Portuguese, English",,0048-7856,0048-7856,,,Not currently indexed for MEDLINE.,,Mouth Diseases*,Periodical,Summaries in English.,Dentistry,1
1305626.0,Rev Odontoimplantol,Revue odonto-implantologique.,Société odontologique des implants-aiguilles.,1966,1973,Irregular,France,Paris.,French,,0035-3817,0035-3817,,,Not currently indexed for MEDLINE.,,Dental Implantation*,Periodical,Official organ of the Société odontologique des implants-aiguilles.,Dentistry; General Surgery,2
9883817.0,Rev Odontol (La Paz),Revista Odontologica.,,1967,,,Bolivia,La Paz Confederacion Boliviana De Odontologos,Spanish,,,,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
,Rev Odontol Circ Odontol Parag,Revista odontológica.,Círculo de Odontólogos del Paraguay.,1955,1965,Irregular,Paraguay,"Asunción, Círculo de Odontólogos del Paraguay.",Spanish,,0080-2409,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
,Rev Odontol Concepcion,Revista odontológica de Concepción.,"Colegio de Dentistas de Chile. Consejo Regional de Concepción.; Concepción,",1954,1979,,Chile,Concepción.,Spanish,,0035-0265,0035-0265,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Organ of the Facultad de Odontología de la Universidad de Concepción and the,Dentistry,1
8410737.0,Rev Odontol Ecuat,Revista odontológica ecuatoriana.,,1955,1996,Quarterly,Ecuador,"Guayaquil, Ecuador : [Impr. ""Eloy Alfaro"",",Spanish,,0484-8020,0484-8020,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Description based on: Año 14, no. 40 (enero-feb.-marzo 1969); title from cover.",Dentistry,1
7904415.0,Rev Odontol P R,Revista odontológica de Puerto Rico.,Colegio de Cirujanos Dentistas de Puerto Rico.,1969,1989,Quarterly,Puerto Rico,"Santurce, Colegio de Cirujanos Dentistas de Puerto Rico.","English, Spanish",,,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Issue for Jan. 1969 lacks numbering but constitutes v. 1, no. 1. Articles in",Dentistry,1
7502189.0,Rev Odontostomatol (Paris),Revue d'odonto-stomatologie.,Société odontologique de Paris.,1972,,"Four no. a year, 1998-",France,"Paris, Librairie Maloine.","French, French",,0300-9815,0300-9815,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,"Issue for Jan./Feb. 1972 called v. 19, no.1, but constitutes v. 1, no. 1 Issued",Dentistry,1
24724.0,Rev Odontostomatol Midi Fr,Revue d'odonto-stomatologie du midi de la France.,Université de Bordeaux. Clinique odonto-stomatologique.,1965,1985,Quarterly,France,Bordeaux.,French,,0035-2470,0035-2470,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,"""Publiée par les chaires de Clinique odonto-stomatologique de Bordeaux,",Dentistry,1
7502190.0,Rev Odontostomatol Nordest,Revue odonto stomatologique du Nord-Est.,Société odonto-stomatologique du nord-est (France),1971,1983,Annual,France,Nancy.,French,,0398-7760,0398-7760,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,"""Bulletin annuel de la SOSNE.""",Dentistry,1
8011218.0,Rev Orthop Dento Faciale,Revue d'orthopédie dento-faciale.,Association de la revue d'orthopédie dento-faciale.,1967,,Quarterly,France,"Paris : Société d'éditions odontologiques, 1967-","French, English, French",,0337-9736,0337-9736,,http://odf.edpsciences.org/,Not currently indexed for MEDLINE.,,Orthodontics*,Periodical,Also issued online. Official organ of the Association de la revue d'orthopédie,Dentistry,1
9105980.0,Rev Paul Odontol,Revista paulista de odontologia.,Sindicato dos Odontologistas do Estado de São Paulo.,1963,,Bimonthly,Brazil,"São Paulo, SP : Sindicato dos Odontologistas do Estado de São Paulo,","Portuguese, English",,,,,https://soesp.org.br/revista-paulista-de-odontologia/,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Bimonthly. Description based on: Ano 10, no. 2 (março/abril de 1988); title from",Dentistry,1
404755.0,Rev Pernambucana Odontol,Revista pernambucana de odontologia.,,1973,1973,,Brazil,Recife.,Portuguese,,0301-4991,0301-4991,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
404330.0,Rev Port Estomatol Cir Maxilofac,Revista portuguesa de estomatologia e cirurgia maxilo-facial.,Sociedade Portuguesa de Estomatologia.; Sociedade Portuguesa de Estomatologia e,1960,1998,Four no. a year,Portugal,Lisboa.,Portuguese,,0035-0397,0035-0397,sn 86012855,,Not currently indexed for MEDLINE.,,"Maxilla/surgery*; Mouth Diseases*; Surgery, Oral*",Periodical,"Issues for 1980 misnumbered as Vol. 21, no. 1, Vol. 22, no. 2, Vol. 23, no. 3,",Dentistry,1
27050.0,Rev Soc Colomb Ortod,Revista.,Sociedad Colombiana de Ortodoncia.,1963,1966,,Colombia,Bucaramanga.,Spanish,,,,,,Not currently indexed for MEDLINE.,,Orthodontics*,Periodical,,Dentistry,1
9506154.0,Rev Soc Odontol La Plata,Revista de la Sociedad Odontológica de La Plata.,Sociedad Odontológica de La Plata.,1988,,Irregular,Argentina,"La Plata, Buenos Aires, Argentina : Sociedad Odontológica de La Plata, [1988-",Spanish,,1514-9943,1514-9943,,https://www.solp.org.ar/revista-cientifica,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Title from cover. Print issues ceased with 2018. Also issued online. Organo de,Dentistry,1
201010.0,Rev Stomatol Chir Maxillofac,Revue de stomatologie et de chirurgie maxillo-faciale.,Société de stomatologie et de chirurgie maxillo-faciale de France.,1969,2012,Six no. a year,France,"1969-June 2006 : Paris, Masson","French, English",,0035-1768,0035-1768,sn 86009230,http://www.sciencedirect.com/science/journal/00351768,Not currently indexed for MEDLINE.,,"Dentistry*; Mouth Diseases*; Surgery, Oral*",Periodical,Also issued online. Official bulletin of the Société de stomatologie et de,Dentistry; General Surgery,2
101592994.0,Rev Stomatol Chir Maxillofac Chir Orale,"Revue de stomatologie, de chirurgie maxillo-faciale et de chirurgie orale.","Société franc̦aise de stomatologie, chirurgie maxillo-facile et de chirurgie",2013,2016,Bimonthly,France,"Issy les Moulineaux Cedex, France : Elsevier Masson","French, English",2213-6541,2213-6533,2213-6533,2013243296,http://www.sciencedirect.com/science/journal/22136533,Not currently indexed for MEDLINE.,,"Stomatognathic Diseases*; Surgery, Oral",Periodical,Also issued online. Text in French and English.,Dentistry; General Surgery,2
37125.0,Rev Stomatoodontol Nord Fr,La Revue stomato-odontologique du nord de la France.,Université de Lille. Institut d'odonto-stomatologie.,1946,1976,Quarterly,France,"Lille, Institut d'odonto-stomatologie de la Faculté de médecine et de pharmacie",French,,0035-4147,0035-4147,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
,Rinsho Shika,[Rinshō shika] [Clinical dentistry].,,1929,1992,Quarterly,Japan,Kyoto [etc.],"Japanese, English",,0035-5488,0035-5488,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,From shichigatsu 1944- 1947 united with Shika kōhō to form Shikai tenbō,Dentistry,1
9111498.0,Riv Ital Odontoiatr Infant,Rivista italiana di odontoiatria infantile : organo ufficiale della Società,Società italiana di odontoiatria infantile.,1990,1998,Quarterly,Italy,"Milano : Masson, c1990-c1998.","Italian, English",,1120-8716,1120-8716,,,Not currently indexed for MEDLINE.,,Pediatric Dentistry*,Periodical,"Quarterly. Title from cover. Called also anno 1, fasc. 1- . Articles in Italian;",Dentistry,1
404364.0,Riv Ital Stomatol,Rivista italiana di stomatologia.,Associazione medici dentisti italiani.,1946,1997,Bimonthly,Italy,Venice.,Italian,,0035-6905,0035-6905,,,Not currently indexed for MEDLINE.,,Mouth Diseases*,Periodical,"Vol. 14-- also as new series. Added title: RIS, no.1 Jan 1986- . Vol. 63 complete",Dentistry,1
421132.0,S C Dent J,South Carolina dental journal.,,194u,1983,Monthly,United States,Greenville [194-]-,English,,0049-1489,0049-1489,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Vol. numbering irregular: Vol. 3, no. 7-v. 8, no. 6 omitted.",Dentistry,1
403245.0,SAAD Dig,SAAD digest.,Society for the Advancement of Anaesthesia in Dentistry (Great Britain),1970,,Quarterly,England,"London, Society for the Advancement of Anaesthesia in Dentistry.",English,,0049-1160,0049-1160,,https://www.saad.org.uk/index.php/publications/digest-newsletters,Not currently indexed for MEDLINE.,,"Anesthesia, Dental*",Periodical,Also issued online.,Dentistry,1
9812497.0,SADJ,SADJ : journal of the South African Dental Association = tydskrif van die,South African Dental Association.,1998,,Monthly,South Africa,"Houghton : South African Dental Association, [1998-","English, Afrikaans",,1029-4864,1029-4864,,https://www.sada.co.za/south-african-dental-journal-sadj,Not currently indexed for MEDLINE.,,Dentistry,Periodical,Title from cover. Print issues ceased with v.69 (2014). Also issued online.,Dentistry,1
9875637.0,SDA Dent,Sda Dentist.,,1967,1972,Quarterly,United States,Loma Linda Ca Loma Linda University School Of Dentistry Alumni Association,English,,0024-5968,,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
9875638.0,SOLAIAT,Solaiat; Sociedad Odontologica Latino-Americana De Implantes Aloplasticos Y,,19uu,,,Venezuela,Caracas Sociedad Odontologica Latino-Americana De Implantes Aloplasticos Y,Spanish,,0036-1771,,,,Not currently indexed for MEDLINE.,,,,,Dentistry; General Surgery,2
,SSO Schweiz Monatsschr Zahnheilkd,Schweizerische Monatsschrift für Zahnheilkunde = Revue mensuelle suisse,SSO (Society),1922,1983,Monthly,Switzerland,"[Bern : Schweizerische Zahnärzte-Gesellschaft, -1983]","German, French, Italian",,0036-7702,0036-7702,sn 85019731,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,Some issues have also Italian title: Rivista mensile svizzera di odontologia e,Dentistry,1
9884823.0,Sac Explor,Sac Explorer.,,1958,1968,Nine no. a year,United States,San Leandro Ca Southern Alameda County Dental Society,English,,,,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
7503663.0,San Gabriel Val Dent Soc Bull,San Gabriel Valley Dental Society bulletin.,San Gabriel Valley Dental Society.,1937,,,United States,"Pasadena, Calif. [1937?]-",English,,0048-9093,0048-9093,,,Not currently indexed for MEDLINE.,,"Societies, Dental*",Periodical,,Dentistry,1
270023.0,Scand J Dent Res,Scandinavian journal of dental research.,Nordisk odontologisk forening.,1970,1994,Bimonthly,Denmark,"Copenhagen, Munksgaard.",English,,,,sn 86008772,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Organ of the Nordisk odontologisk forening.,Dentistry,1
7601982.0,Scanodont,Scan'odont.,,1973,1976,Bimonthly,Denmark,"København, Forlaget J. Vabø.","English, Danish, German",,0105-1881,0105-1881,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Articles mainly in Danish, with some in English or German.",Dentistry,1
7704025.0,Sch Dent Serv Gaz N Z,"School Dental Service gazette, New Zealand.",New Zealand. Department of Health. Division of Dental Health.; New Zealand.,1952,1970,Irregular,New Zealand,"Wellington, N. Z., Division of Dental Health, Dept. of Health [etc.]",English,,0048-0126,0048-0126,,,Not currently indexed for MEDLINE.,,"Dental Assistants*; Dental Care*; Health Education, Dental*; New Zealand; School Dentistry*",Periodical,Issued 1952-Aug. 1961 by the Division of Dental Hygiene.,Dentistry,1
8709597.0,Schweiz Monatsschr Zahnmed,Schweizer Monatsschrift für Zahnmedizin = Revue mensuelle suisse,SSO (Society),1987,2013,Monthly,Switzerland,"[Bern : Schweizerische Zahnärzte-Gesellschaft, 1987-","French, German, English",,0256-2855,0256-2855,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,"Title from cover. Beginning with 1996- include Acta medicinae dentium Helvetica,",Dentistry,1
8402985.0,Schweiz Monatsschr Zahnmed (1984),Schweizerische Monatsschrift für Zahnmedizin = Revue mensuelle suisse,SSO (Society),1984,1986,Monthly,Switzerland,"[Zürich : Schweizerische Zahnärzte-Gesellschaft, 1984-1986","French, German, English",,,,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,"Title from cover. Articles in French or German; summaries in English, French, and",Dentistry,1
9877187.0,Sci Educ Bull,Scientific And Educational Bulletin.,,1965,1973,Semiannual,United States,Miami Fl International College Of Dentists,English,,,,,,Not currently indexed for MEDLINE.,,,,,Dentistry; Education,2
9883482.0,Sci Educ J,Scientific and educational journal.,,1973,1973,,United States,"Berkeley, Ca : International College Of Dentists",English,,,,,,Not currently indexed for MEDLINE.,,,,,Dentistry; Education,2
1300065.0,Sci Rech Odontostomatol,Science & recherche odontostomatologiques.,Groupement des sociétés scientifiques odontostomatologiques.,1971,1972,,France,Paris.,French,,0371-2729,0371-2729,,,Not currently indexed for MEDLINE.,,Dentistry*; Research*,Periodical,National review of the Groupement des sociétés scientifiques,Dentistry,1
,Sel Odontol (Sao Paulo),Seleções odontológicas.,Universidade de São Paulo. Associação dos Antigos Alunos de Odontologia,1946,1974,,Brazil,São Paulo.,"Portuguese, English",,0049-0075,0049-0075,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Official organ of the Associação dos Antigos Alunos de Odontologia da,Dentistry,1
9012406.0,Semin Dent Hyg,Seminars in dental hygiene.,,1989,1995,Four no. a year,United States,"Yardley, PA : Professional Audience Communications, c1989-[1995?]",English,,,,,,Not currently indexed for MEDLINE.,,Dental Prophylaxis*,Periodical,Title from caption.,Dentistry,1
9875634.0,Semin Ensen Odontopediatr,Seminario De Ensenanza De La Odontopediatria.,,19uu,,,Venezuela,Caracas Asociacion Latinoamericana De Facultades De Odontologia,Spanish,,0001-1703,,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
9511978.0,Semin Orthod,Seminars in orthodontics.,,1995,,Quarterly,United States,"Philadelphia, PA : W.B. Saunders Co., c1995-",English,1558-4631,1073-8746,1073-8746,sn 93006602,http://www.sciencedirect.com/science/journal/10738746,Not currently indexed for MEDLINE.,,Orthodontics*,Periodical,Title from cover. Issues have distinctive titles. Also issued online.,Dentistry; Orthodontics,2
101090220.0,Shanghai Kou Qiang Yi Xue,Shanghai kou qiang yi xue = Shanghai journal of stomatology.,Shanghai di 2 yi ke da xue. Shanghai yi xue hui kou qiang xue hui.,1992,,Quarterly,China,"Shanghai : Shanghai di 2 yi ke da xue, Shanghai yi xue hui kou qiang xue hui,","Chinese, English, English",,1006-7248,1006-7248,,http://www.sjos.cn/CN/1006-7248/home.shtml,Currently indexed for MEDLINE.,Dentistry; Index Medicus,Dentistry*,Periodical,"Romanized title on cover: Kouqiang yixue. Description based on: di 9 juan, di 2",Dentistry,1
1275704.0,Shigaku,Shigaku = Odontology; journal of Nihon Dental College.,Nihon Shika Daigaku. Shigakkai.,1907,2000,Quarterly,Japan,"Tokyo, Nippon Shika Daigaku Shigakkai.","Japanese, English",,0029-8484,0029-8484,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Table of contents and summaries in English or French. Journal of Nippon Dental,Dentistry,1
,Shika Igaku,[Shika igaku] [Dental medicine].,"Ōsaka Shika Gakkai.; Osaka Shika Gakkai., Journal.; Osaka Shika Gakkai., Zasshi.",1930,,Quarterly,Japan,"Osaka, Osaka Shika Gakkai.","Japanese, English",,0030-6150,0030-6150,,https://www.jstage.jst.go.jp/browse/shikaigaku,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Called also Zasshi of Osaka Shika Gakkai; The Journal of the Osaka Odontological,Dentistry,1
7506047.0,Shika Kiso Igakkai Zasshi,Shika Kiso Igakkai zasshi = Japanese journal of oral biology.,Shika Kiso Igakkai.,1959,2003,Bimonthly,Japan,Tokyo : Tokyo Ika Shika Daigaku Shigakubu Kaibogaku Kyoshitsu,"Japanese, English",,0385-0137,0385-0137,,,Not currently indexed for MEDLINE.,,Mouth*,Periodical,Title also in English: Japanese journal of oral biology.,Dentistry,1
136676.0,Shika Rikogaku Zasshi,Shika rikōgaku zasshi. Journal of the Japan Society for Dental Apparatus and,Shika Rikō Gakkai (Japan),1960,1982,Quarterly,Japan,"Tokyo, Shika Rikō Gakkai.",Japanese,,0583-0273,0583-0273,,,Not currently indexed for MEDLINE.,,Dental Instruments*; Dental Materials*,Periodical,,Dentistry,1
,Shikai Tenbo,Shikai tenbo = Dental outlook.,,1946,,Monthly,Japan,"[Tokyo : Ishiyaku Shuppan, K.K.,",Multiple languages,,,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Supplements accompany some vols.,Dentistry,1
413747.0,Shikwa Gakuho,Shika gakuho. Dental science reports.,Tōkyō Shika Daigaku.; Tokyo Shika Daigaku. Gakkai.,1900,,Monthly,Japan,Tokyo.,"Japanese, English",,0037-3710,0037-3710,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Called also: Shikwa gakuho. Issued 1960- with added title in English: Journal of,Dentistry,1
7604322.0,Shiyo,Shiyo. The journal of the Tokyo Dental Association.,Tokyo-to Shika Ishikai.,1955,2023,Monthly,Japan,"Tokyo, Tokyo-to Shika Ishikai.",Japanese,,0912-4462,0912-4462,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
9609817.0,Signature,Signature.,,199u,,Irregular,United States,"Ramsey, N.J. : Montage Media,",English,,1091-5222,1091-5222,,,Not currently indexed for MEDLINE.,,"Esthetics, Dental*; Periodontal Diseases*",Periodical,Description based on: Spring 1996 ed.; title from cover.,Dentistry,1
7513690.0,Singapore Dent J,Singapore dental journal.,Singapore Dental Association.,1974,2019,Annual,Singapore,Singapore. Signapore Dental Assn.,"English, English",2214-6075,0377-5291,0377-5291,,"http://www.sciencedirect.com/science/journal/03775291, http://sda.org.sg/singapore-dental-journal-about-sdj/, https://www.worldscientific.com/worldscinet/sdj",Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Issue for May 1974 is called v. 13, no. 2 but constitutes v. 1. Also issued",Dentistry,1
,Sonde,Die Sonde.,Interessen-Verband Deutscher Zahnärzte.,1959,1970,,Germany,Bielefeld. [1959?-1970?],German,,0584-1143,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Organ of the Interessen-Verband Deutscher Zahnärzte.,Dentistry,1
9108831.0,Soproden,Soproden.,,1985,2000,Five no. a year,Spain,"Madrid : Editorial Garsi,",Spanish,,,,,,Not currently indexed for MEDLINE.,,"Dentistry*; Dentistry, Operative*",Periodical,"Description based on: Vol. 7, núm. 1 (marzo 1991); title from cover.",Dentistry,1
8103755.0,Spec Care Dentist,Special care in dentistry : official publication of the American Association of,American Association of Hospital Dentists.; Academy of Dentistry for the,1981,,Bimonthly,United States,"[Chicago : American Dental Association, c1981-",English,1754-4505,0275-1879,0275-1879,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-4505,Currently indexed for MEDLINE.,Dentistry; Health Administration (non-Index Medicus); Index Medicus,"Dental Care for Persons with Disabilities.*; Dental Service, Hospital*; Geriatric Dentistry*",Periodical,Issues for <July/Aug. 1994-> have the title: Special care in dentistry: SCD.,Dentistry,1
103531.0,St Lukes Hosp Gaz (Guardamangia),The St. Luke's Hospital gazette.,"St. Luke's Hospital, Valletta.",1966,1976,,Malta,"Valletta, St. Luke's Hospital.",English,,0036-3081,,,,Not currently indexed for MEDLINE.,,Medicine*,Periodical,,Dentistry,1
8006577.0,Stoma (Heidelb),Stoma.,,1948,1971,Quarterly,Germany,"Heidelberg, Hüthig.",German,,0039-1697,0039-1697,sn 81003669,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
9211536.0,Stoma (Thessaloniki),To Stoma/ Stomatologikē Etaireia Boreiou Ellados.,Stomatologikē Hetareia Voreiou Hellados.,1969,,Quarterly,Greece,"Thessalonikē : Stomatologikē Etaireia Boreiou Ellados,","Greek, Modern, English",,1105-5928,1105-5928,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Description based on: T. 20, ar. 1 (Mart. 1992); title from cover. Summaries and",Dentistry,1
